,customer_id,payment_type_id,internet_service_type_id,contract_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
484,0707-HOVVN,3,1,3,Female,1,No,No,70,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,75.5,5212.65,No,Two year,DSL,Bank transfer (automatic),3,Yes,Female,1,No,No,3,75.5,5212.65,2016-03-21 18:07:34,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No
485,0708-LGSMF,1,1,1,Male,0,Yes,No,13,Yes,Yes,Yes,No,No,No,No,Yes,Yes,65.85,902.25,No,Month-to-month,DSL,Electronic check,1,Yes,Male,0,Yes,No,1,65.85,902.25,2020-12-21 18:07:34,Yes,Yes,1,Yes,No,No,No,No,Yes
486,0708-SJDIS,2,1,1,Female,0,No,No,34,Yes,Yes,No,No,No,Yes,Yes,No,No,65.0,2157.5,No,Month-to-month,DSL,Mailed check,1,No,Female,0,No,No,2,65.0,2157.5,2019-03-21 18:07:34,Yes,Yes,1,No,No,No,Yes,Yes,No
487,0709-TVGUR,1,2,1,Female,1,No,No,9,Yes,Yes,No,No,No,No,No,No,Yes,74.55,622.9,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,74.55,622.9,2021-04-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
488,0716-BQNDX,1,2,3,Male,1,No,No,57,Yes,Yes,Yes,No,No,Yes,No,Yes,No,93.75,5625.55,No,Two year,Fiber optic,Electronic check,3,No,Male,1,No,No,1,93.75,5625.55,2017-04-21 18:07:34,Yes,Yes,2,Yes,No,No,Yes,No,Yes
489,0719-SYFRB,2,1,1,Female,0,No,No,12,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,61.65,713.75,Yes,Month-to-month,DSL,Mailed check,1,Yes,Female,0,No,No,2,61.65,713.75,2021-01-21 18:07:34,Yes,Yes,1,Yes,No,Yes,Yes,No,No
490,0722-SVSFK,1,2,1,Female,0,No,No,7,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,100.4,715,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,No,No,1,100.4,715,2021-06-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,Yes
491,0722-TROQR,1,2,1,Female,1,No,No,4,Yes,Yes,No,No,No,No,No,No,Yes,74.9,321.75,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,No,No,1,74.9,321.75,2021-09-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
492,0723-DRCLG,1,2,1,Female,1,Yes,No,1,Yes,Yes,No,No,No,No,No,No,Yes,74.45,74.45,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,1,Yes,No,1,74.45,74.45,2021-12-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
493,0723-FDLAY,3,1,2,Male,0,No,No,44,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,85.25,3704.15,No,One year,DSL,Bank transfer (automatic),2,Yes,Male,0,No,No,3,85.25,3704.15,2018-05-21 18:07:34,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes
494,0723-VSOBE,1,1,2,Female,1,No,No,45,No,No phone service,No,No,No,No,No,Yes,No,34.2,1596.6,No,One year,DSL,Electronic check,2,No,Female,1,No,No,1,34.2,1596.6,2018-04-21 18:07:34,No,No phone service,1,No,No,No,No,No,Yes
495,0725-CXOTM,4,1,2,Female,0,No,No,36,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,89.65,3348.1,No,One year,DSL,Credit card (automatic),2,Yes,Female,0,No,No,4,89.65,3348.1,2019-01-21 18:07:34,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes
496,0727-BMPLR,1,2,2,Female,1,No,No,55,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.0,5509.3,Yes,One year,Fiber optic,Electronic check,2,Yes,Female,1,No,No,1,100.0,5509.3,2017-06-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
497,0727-BNRLG,4,2,3,Male,0,No,No,69,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,97.65,6743.55,No,Two year,Fiber optic,Credit card (automatic),3,Yes,Male,0,No,No,4,97.65,6743.55,2016-04-21 18:07:34,Yes,Yes,2,No,Yes,Yes,Yes,Yes,No
498,0727-IWKVK,1,2,1,Male,0,Yes,No,9,Yes,No,No,Yes,Yes,No,No,No,Yes,79.9,741.7,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,Yes,No,1,79.9,741.7,2021-04-21 18:07:34,Yes,No,2,No,Yes,Yes,No,No,No
499,0730-BGQGF,4,1,3,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,90.3,6287.3,No,Two year,DSL,Credit card (automatic),3,No,Male,0,Yes,Yes,4,90.3,6287.3,2016-02-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
500,0730-KOAVE,4,2,1,Male,0,No,No,30,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,94.3,2679.7,No,Month-to-month,Fiber optic,Credit card (automatic),1,Yes,Male,0,No,No,4,94.3,2679.7,2019-07-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,No,Yes
501,0731-EBJQB,1,3,2,Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,1090.65,No,One year,None,Electronic check,2,Yes,Female,0,Yes,Yes,1,20.4,1090.65,2017-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
502,0732-OCQOC,3,3,3,Female,0,Yes,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.05,1270.25,No,Two year,None,Bank transfer (automatic),3,Yes,Female,0,Yes,Yes,3,25.05,1270.25,2017-09-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
503,0733-VUNUW,3,1,1,Male,0,No,No,24,Yes,Yes,Yes,No,No,No,No,No,Yes,55.65,1400.55,Yes,Month-to-month,DSL,Bank transfer (automatic),1,Yes,Male,0,No,No,3,55.65,1400.55,2020-01-21 18:07:34,Yes,Yes,1,Yes,No,No,No,No,No
504,0734-OXWBT,2,1,1,Male,0,No,Yes,3,Yes,No,No,No,No,Yes,Yes,Yes,No,70.7,225.65,No,Month-to-month,DSL,Mailed check,1,No,Male,0,No,Yes,2,70.7,225.65,2021-10-21 18:07:34,Yes,No,1,No,No,No,Yes,Yes,Yes
505,0739-UUAJR,4,1,3,Female,0,Yes,Yes,72,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,53.8,3952.45,No,Two year,DSL,Credit card (automatic),3,Yes,Female,0,Yes,Yes,4,53.8,3952.45,2016-01-21 18:07:34,No,No phone service,1,Yes,No,Yes,No,Yes,Yes
506,0742-LAFQK,1,2,3,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,99.15,7422.1,No,Two year,Fiber optic,Electronic check,3,Yes,Male,0,Yes,No,1,99.15,7422.1,2016-01-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes
507,0742-MOABM,2,1,1,Male,0,Yes,No,4,Yes,No,No,No,No,Yes,No,No,No,50.05,179.35,Yes,Month-to-month,DSL,Mailed check,1,No,Male,0,Yes,No,2,50.05,179.35,2021-09-21 18:07:34,Yes,No,1,No,No,No,Yes,No,No
508,0742-NXBGR,1,2,1,Female,0,No,No,1,Yes,No,No,Yes,Yes,No,No,No,Yes,82.3,82.3,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,No,No,1,82.3,82.3,2021-12-21 18:07:34,Yes,No,2,No,Yes,Yes,No,No,No
509,0743-HNPFG,4,1,2,Female,0,Yes,Yes,51,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,69.75,3562.5,No,One year,DSL,Credit card (automatic),2,Yes,Female,0,Yes,Yes,4,69.75,3562.5,2017-10-21 18:07:34,Yes,No,1,Yes,Yes,No,Yes,No,Yes
510,0743-HRVFF,1,1,2,Female,0,Yes,Yes,51,No,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,56.15,2898.95,No,One year,DSL,Electronic check,2,Yes,Female,0,Yes,Yes,1,56.15,2898.95,2017-10-21 18:07:34,No,No phone service,1,No,No,Yes,Yes,Yes,Yes
511,0744-BIKKF,3,1,3,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,86.65,6224.8,No,Two year,DSL,Bank transfer (automatic),3,No,Male,0,No,No,3,86.65,6224.8,2016-01-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
512,0744-GKNGE,3,2,1,Female,0,Yes,Yes,64,Yes,Yes,Yes,No,No,Yes,No,No,Yes,86.8,5327.25,No,Month-to-month,Fiber optic,Bank transfer (automatic),1,Yes,Female,0,Yes,Yes,3,86.8,5327.25,2016-09-21 18:07:34,Yes,Yes,2,Yes,No,No,Yes,No,No
513,0746-JTRFU,1,1,1,Male,0,No,No,2,No,No phone service,No,No,No,No,No,No,Yes,25.05,56.35,Yes,Month-to-month,DSL,Electronic check,1,Yes,Male,0,No,No,1,25.05,56.35,2021-11-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
514,0748-RDGGM,3,2,2,Male,0,Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,109.5,7534.65,Yes,One year,Fiber optic,Bank transfer (automatic),2,Yes,Male,0,Yes,No,3,109.5,7534.65,2016-03-21 18:07:34,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes
515,0749-IRGQE,1,1,1,Female,1,Yes,No,13,No,No phone service,No,No,No,No,Yes,Yes,No,45.3,528.45,No,Month-to-month,DSL,Electronic check,1,No,Female,1,Yes,No,1,45.3,528.45,2020-12-21 18:07:34,No,No phone service,1,No,No,No,No,Yes,Yes
516,0750-EBAIU,1,2,2,Male,0,No,No,52,Yes,No,Yes,No,Yes,No,Yes,No,No,91.25,4738.3,No,One year,Fiber optic,Electronic check,2,No,Male,0,No,No,1,91.25,4738.3,2017-09-21 18:07:34,Yes,No,2,Yes,No,Yes,No,Yes,No
517,0750-EKNGL,2,3,1,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,141.1,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,20.75,141.1,2021-06-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
518,0754-EEBDC,2,3,3,Male,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,76.65,No,Two year,None,Mailed check,3,No,Male,0,Yes,Yes,2,19.9,76.65,2021-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
519,0754-UKWQP,1,2,1,Male,0,No,No,2,Yes,No,No,No,Yes,No,Yes,Yes,Yes,95.85,197.7,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,0,No,No,1,95.85,197.7,2021-11-21 18:07:34,Yes,No,2,No,No,Yes,No,Yes,Yes
520,0756-MPZRL,4,1,2,Male,0,No,No,46,No,No phone service,No,No,Yes,Yes,No,No,No,33.7,1537.85,No,One year,DSL,Credit card (automatic),2,No,Male,0,No,No,4,33.7,1537.85,2018-03-21 18:07:34,No,No phone service,1,No,No,Yes,Yes,No,No
521,0757-WCUUZ,4,1,3,Male,0,Yes,Yes,54,Yes,Yes,No,No,Yes,No,No,Yes,No,63.35,3409.1,No,Two year,DSL,Credit card (automatic),3,No,Male,0,Yes,Yes,4,63.35,3409.1,2017-07-21 18:07:34,Yes,Yes,1,No,No,Yes,No,No,Yes
522,0761-AETCS,1,3,1,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.3,19.3,Yes,Month-to-month,None,Electronic check,1,No,Female,0,No,No,1,19.3,19.3,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
523,0769-MURVM,3,1,3,Female,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,65.7,4575.35,No,Two year,DSL,Bank transfer (automatic),3,No,Female,0,Yes,Yes,3,65.7,4575.35,2016-01-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes
524,0771-CHWSK,4,1,3,Male,0,No,No,66,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,74.6,4798.4,No,Two year,DSL,Credit card (automatic),3,Yes,Male,0,No,No,4,74.6,4798.4,2016-07-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,No,No,Yes
525,0771-WLCLA,1,2,1,Female,0,Yes,Yes,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,112.95,1882.55,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,Yes,Yes,1,112.95,1882.55,2020-09-21 18:07:34,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes
526,0772-GYEQQ,2,2,1,Male,0,No,No,3,Yes,No,No,No,Yes,Yes,Yes,No,Yes,88.35,262.05,Yes,Month-to-month,Fiber optic,Mailed check,1,Yes,Male,0,No,No,2,88.35,262.05,2021-10-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,No
527,0774-IFUVM,3,1,1,Male,0,Yes,Yes,11,Yes,Yes,Yes,No,No,No,Yes,No,Yes,65.15,723.35,No,Month-to-month,DSL,Bank transfer (automatic),1,Yes,Male,0,Yes,Yes,3,65.15,723.35,2021-02-21 18:07:34,Yes,Yes,1,Yes,No,No,No,Yes,No
528,0774-RMNUW,3,1,3,Female,0,Yes,Yes,71,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,No,59.7,4122.65,No,Two year,DSL,Bank transfer (automatic),3,No,Female,0,Yes,Yes,3,59.7,4122.65,2016-02-21 18:07:34,No,No phone service,1,Yes,Yes,No,Yes,Yes,Yes
529,0778-NELLA,4,1,1,Male,0,No,No,9,No,No phone service,No,No,No,No,Yes,No,Yes,34.7,296.1,Yes,Month-to-month,DSL,Credit card (automatic),1,Yes,Male,0,No,No,4,34.7,296.1,2021-04-21 18:07:34,No,No phone service,1,No,No,No,No,Yes,No
530,0780-XNZFN,3,3,3,Male,0,No,No,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.65,1125.6,No,Two year,None,Bank transfer (automatic),3,No,Male,0,No,No,3,20.65,1125.6,2017-04-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
531,0781-LKXBR,1,2,1,Male,1,No,No,9,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.5,918.6,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,100.5,918.6,2021-04-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
532,0784-GTUUK,4,3,2,Male,0,Yes,No,62,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,23.75,1446.8,No,One year,None,Credit card (automatic),2,Yes,Male,0,Yes,No,4,23.75,1446.8,2016-11-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
533,0784-ZQJZX,4,3,3,Male,0,No,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,1529.65,No,Two year,None,Credit card (automatic),3,No,Male,0,No,Yes,4,19.9,1529.65,2016-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
534,0786-IVLAW,3,2,2,Female,1,No,No,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,108.1,7238.6,No,One year,Fiber optic,Bank transfer (automatic),2,No,Female,1,No,No,3,108.1,7238.6,2016-07-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
535,0786-VSSUD,2,1,1,Male,1,No,No,16,No,No phone service,No,Yes,No,No,Yes,No,Yes,39.0,679.85,Yes,Month-to-month,DSL,Mailed check,1,Yes,Male,1,No,No,2,39.0,679.85,2020-09-21 18:07:34,No,No phone service,1,No,Yes,No,No,Yes,No
536,0787-LHDYT,4,3,1,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.6,330.25,No,Month-to-month,None,Credit card (automatic),1,Yes,Male,0,No,No,4,20.6,330.25,2020-09-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
537,0788-DXBFY,1,3,2,Male,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,1108.8,No,One year,None,Electronic check,2,Yes,Male,0,Yes,Yes,1,19.55,1108.8,2017-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
538,0793-TWELN,1,2,1,Female,0,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Yes,80.15,319.85,No,Month-to-month,Fiber optic,Electronic check,1,Yes,Female,0,No,No,1,80.15,319.85,2021-09-21 18:07:34,Yes,Yes,2,Yes,No,No,No,No,No
539,0794-YVSGE,3,3,3,Male,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.3,1401.15,No,Two year,None,Bank transfer (automatic),3,No,Male,0,Yes,Yes,3,20.3,1401.15,2016-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
540,0795-GMVQO,4,2,2,Male,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,109.9,7332.4,No,One year,Fiber optic,Credit card (automatic),2,No,Male,0,Yes,No,4,109.9,7332.4,2016-06-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,Yes,Yes
541,0795-LAFGP,1,1,3,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,90.4,6668.05,No,Two year,DSL,Electronic check,3,No,Male,0,Yes,Yes,1,90.4,6668.05,2016-02-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
542,0795-XCCTE,3,3,3,Male,1,No,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.4,1809.35,No,Two year,None,Bank transfer (automatic),3,No,Male,1,No,No,3,25.4,1809.35,2016-01-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
543,0799-DDIHE,1,1,1,Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,46.3,639.45,No,Month-to-month,DSL,Electronic check,1,No,Female,0,Yes,Yes,1,46.3,639.45,2020-10-21 18:07:34,Yes,No,1,No,No,No,No,No,No
544,0804-XBFBV,1,1,1,Female,0,No,Yes,11,No,No phone service,No,No,No,No,No,No,No,25.2,321.05,No,Month-to-month,DSL,Electronic check,1,No,Female,0,No,Yes,1,25.2,321.05,2021-02-21 18:07:34,No,No phone service,1,No,No,No,No,No,No
545,0804-YGEQV,3,3,2,Female,0,Yes,Yes,43,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.45,993.15,No,One year,None,Bank transfer (automatic),2,Yes,Female,0,Yes,Yes,3,24.45,993.15,2018-06-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
546,0807-ZABDG,2,1,1,Female,0,No,Yes,3,Yes,No,Yes,No,No,Yes,No,No,Yes,55.1,154.65,Yes,Month-to-month,DSL,Mailed check,1,Yes,Female,0,No,Yes,2,55.1,154.65,2021-10-21 18:07:34,Yes,No,1,Yes,No,No,Yes,No,No
547,0810-BDHAW,1,1,2,Female,0,Yes,Yes,24,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,78.4,1832.4,No,One year,DSL,Electronic check,2,No,Female,0,Yes,Yes,1,78.4,1832.4,2020-01-21 18:07:34,Yes,Yes,1,Yes,Yes,No,No,Yes,Yes
548,0810-DHDBD,4,1,2,Female,0,No,No,52,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,74.0,3877.65,No,One year,DSL,Credit card (automatic),2,No,Female,0,No,No,4,74.0,3877.65,2017-09-21 18:07:34,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No
549,0811-GSDTP,1,1,1,Female,0,No,Yes,13,No,No phone service,No,Yes,No,No,No,No,No,30.15,382.2,No,Month-to-month,DSL,Electronic check,1,No,Female,0,No,Yes,1,30.15,382.2,2020-12-21 18:07:34,No,No phone service,1,No,Yes,No,No,No,No
550,0812-WUPTB,2,2,1,Male,1,Yes,No,1,Yes,No,No,No,No,No,No,No,No,70.85,70.85,Yes,Month-to-month,Fiber optic,Mailed check,1,No,Male,1,Yes,No,2,70.85,70.85,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
551,0813-TAXXS,3,1,3,Male,0,No,No,55,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,77.8,4323.35,No,Two year,DSL,Bank transfer (automatic),3,Yes,Male,0,No,No,3,77.8,4323.35,2017-06-21 18:07:34,Yes,Yes,1,No,No,Yes,No,Yes,Yes
552,0815-MFZGM,4,2,3,Female,0,Yes,No,42,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,99.0,4135,No,Two year,Fiber optic,Credit card (automatic),3,Yes,Female,0,Yes,No,4,99.0,4135,2018-07-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,Yes
553,0816-TSPHQ,2,3,1,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,44.2,No,Month-to-month,None,Mailed check,1,No,Male,0,No,No,2,20.75,44.2,2021-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
554,0817-HSUSE,1,1,1,Male,0,No,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,75.5,75.5,No,Month-to-month,DSL,Electronic check,1,Yes,Male,0,No,No,1,75.5,75.5,2021-12-21 18:07:34,Yes,No,1,No,No,Yes,Yes,Yes,Yes
555,0818-OCPZO,1,2,1,Male,1,No,No,27,Yes,Yes,No,Yes,No,No,No,No,Yes,81.45,2122.05,Yes,Month-to-month,Fiber optic,Electronic check,1,Yes,Male,1,No,No,1,81.45,2122.05,2019-10-21 18:07:34,Yes,Yes,2,No,Yes,No,No,No,No
556,0820-FNRNX,2,1,1,Male,0,Yes,Yes,17,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,66.7,1077.05,No,Month-to-month,DSL,Mailed check,1,Yes,Male,0,Yes,Yes,2,66.7,1077.05,2020-08-21 18:07:34,Yes,Yes,1,No,Yes,Yes,Yes,No,No
557,0822-GAVAP,1,1,1,Female,0,No,No,2,No,No phone service,No,No,No,No,No,Yes,Yes,34.7,62.25,Yes,Month-to-month,DSL,Electronic check,1,Yes,Female,0,No,No,1,34.7,62.25,2021-11-21 18:07:34,No,No phone service,1,No,No,No,No,No,Yes
558,0822-QGCXA,1,1,1,Female,1,Yes,No,27,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,83.85,2310.2,No,Month-to-month,DSL,Electronic check,1,No,Female,1,Yes,No,1,83.85,2310.2,2019-10-21 18:07:34,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes
559,0823-HSCDJ,1,1,1,Male,1,No,No,52,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,49.15,2550.9,Yes,Month-to-month,DSL,Electronic check,1,Yes,Male,1,No,No,1,49.15,2550.9,2017-09-21 18:07:34,No,No phone service,1,No,Yes,No,No,Yes,Yes
560,0824-VWDPO,3,2,2,Female,0,No,No,45,Yes,Yes,Yes,Yes,No,No,No,Yes,No,96.75,4442.75,No,One year,Fiber optic,Bank transfer (automatic),2,No,Female,0,No,No,3,96.75,4442.75,2018-04-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,No,Yes
561,0825-CPPQH,4,3,3,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.1,1372.45,No,Two year,None,Credit card (automatic),3,No,Female,0,Yes,No,4,19.1,1372.45,2016-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
562,0827-ITJPH,4,3,3,Male,0,No,No,36,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,18.55,689,No,Two year,None,Credit card (automatic),3,Yes,Male,0,No,No,4,18.55,689,2019-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
563,0829-DDVLK,4,3,2,Female,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.1,302.45,No,One year,None,Credit card (automatic),2,No,Female,0,No,No,4,20.1,302.45,2020-10-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
564,0829-XXPLX,3,2,1,Female,0,No,No,20,Yes,No,Yes,No,Yes,No,Yes,No,Yes,89.4,1871.15,No,Month-to-month,Fiber optic,Bank transfer (automatic),1,Yes,Female,0,No,No,3,89.4,1871.15,2020-05-21 18:07:34,Yes,No,2,Yes,No,Yes,No,Yes,No
565,0831-JNISG,2,3,3,Male,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,1396.25,No,Two year,None,Mailed check,3,No,Male,0,Yes,Yes,2,19.8,1396.25,2016-02-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
566,0835-DUUIQ,3,3,2,Female,0,No,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.05,531.55,No,One year,None,Bank transfer (automatic),2,No,Female,0,No,Yes,3,21.05,531.55,2020-01-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
567,0835-JKADZ,1,2,3,Female,0,No,No,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.25,7984.15,No,Two year,Fiber optic,Electronic check,3,Yes,Female,0,No,No,1,111.25,7984.15,2016-02-21 18:07:34,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes
568,0836-SEYLU,2,1,1,Male,0,Yes,No,9,No,No phone service,No,No,No,Yes,Yes,No,No,40.65,328.95,Yes,Month-to-month,DSL,Mailed check,1,No,Male,0,Yes,No,2,40.65,328.95,2021-04-21 18:07:34,No,No phone service,1,No,No,No,Yes,Yes,No
569,0839-JTCUD,4,1,3,Female,0,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.9,5958.85,No,Two year,DSL,Credit card (automatic),3,No,Female,0,Yes,Yes,4,89.9,5958.85,2016-07-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
570,0839-QNXME,4,3,3,Female,0,No,No,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.4,578.5,No,Two year,None,Credit card (automatic),3,No,Female,0,No,No,4,19.4,578.5,2019-07-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
